Text,Score
ابشروا يالعرب النصر اهم شي بابكم يالنصر... الهلال بيكرر الخفسة اقصد الخمسة الهلال صعععب في الشوط الاول الشوط الثاني الهلال يتراخى,1
ههه عساكم ع القوووه,1
صدقوني لو يوقفون 11لاعب في بابهم فايزين فايزين ب 4..,1
شكلهم بيوقعون عقد جديد زي عقد ماسا,1
وربي بتلقموون اكثر من خمسسه ^_^,1
كبير يالزعيم كل هذا عشانك والله كبير يالزعيم,1
تبون الحقيقه اسالوا برناوي وخيبري جتهم مكافأت ولا لا,1
من جدكم مكافأت عشانكم مهزومين بخمسة والمباراة الجاية على كلام فيصل بن تركي انها صعبه نجيب 3 نظيفة امام الهلال في الوقت الحالي..,1
ههه يالله علشان تنسون ام صلال وتتذكرون العالمي دايما,1
وين السهلاوي ما هو لاعب ولا ايش؟,1
الهلال فريق قوي والدليل جميع بطولات المدارس والدورات الرمضانيه حصل عليها وبطوله الثمامه وعقبال بطولة سباق الهجن والسياكل,1
هاهاها بإذن الله مايشوفون الفوز ولو لعب معهم عبدالهادي والمهنا والعمر ويوسف العقيلي وجابوا ماجدهم وعماد وأشعب والبلوتوث والفوز هلالي بإذن الله,1
بسم الله والصلاةوالسلام على رسول الله:أخوي أبو تركي لا تستغرب النصر همّهم الأول خاصة عضوهم ورئيسهم السابق يحاول تقليد عبد الرحمن بن سعود في تصريحاته لو يروح بأي مناسبة إجتماعية إقتصادية لازم يصرح على النصر أو يلمّح مجرد تلميح النصر غاب تسع سنين ومخلوه بحاله بأي لعبة حتى لو كانت كيرم صدقني النصر مسبب لهم كابوس ولا ليش أمس مريحين الأساسيين مع أنهم فايزين بنتيجة كبيرة وضامنين الصعود على كلامهم إلا من الكابوس العالمي,1
لو يريحون الحارثي.. يكون احسن,1
لكن اللاعبين هم من يتحكم في المبارة مادري عندي احساس وامل في الله ان ها المبارة بتكون نصراوية عالمية نتيجة ومستوى ان شاء الله وبتوفيق للنصر والهلال يقدمون مبارة تليق بسمعة الكرة السعودية وبدون تجريح للفريق الخصم تحياتي لكم,1
هم يبونها من الله الهلال اصلا :D,1
جآمعيه خليك في تضبيط الكبسه احسن لك شكلك مقرف بين الرجاجيل,1
ودي اشوف الهلال بدون أجانب!!,1
ماله خبره في المباريات الكبيره,1
من عرفنا النصر لا خسرو قالو مضلومين واذا فازو قالو هذا لعبنا,1
الفريدي مشكلته الله يهديه انه الى الآن لم يفهم انه لعيبة الخصم يستفزونه دائماً حتى يحصل على الطرد.. يافريدي نصيحه خل بالك طويل وطنش وركز اكثر في الملعب.,1
بصراحة الفريدي زودها وماأدري وش يبي ويستاهل العقوبة...,1
الأمير عبدالرحمن بن مساعد أنت الهلال والهلال أنت يالبى قلبك من جد هذا الأمير ألى الأمام ياطويل العمر,1
بالشغل هذا يالفريدي ترى ماتعيش طول بالك اش بيظرك لو تحملت سبحان الله وراعين هالزمن,1
"يعني مانقتنع حتى يعلمنا اجنبي هذا هو الفريدي حقكم اللي ما يلعب زين الا قدام النصر انطرد في ايران وما اقول الا يابخت المظلوم بالجنة هذي شهادة براءة وتأييد لحكمنا الدولي خليل جلال , وأنا انصح الإخوة في نادي الهلال أن يتعلموا التأني والتأكد من أي خطأ عدة مرات قبل اصدار الحكم على اي حكم ,,أبو المفاهيم؟",1
اتوقع اصابة ويلي ورادوي وهذاك اللي يدرع بالغنم ولا يحسب حسابها,1
ياحليلكم يالنصارويين الظاهر تبون خمسة ثانيه بس ابشرو غاليين والطلب رخيص وتشوفون كيف أنكم ماصرتوا منافس للزعيم لا بفريقكم ولا إدارتكم,1
لوتينون بابكم ببلك العالمي جايكم مايبي الا الفوز 4.,1
يعني انا مدري ليش الهلاليه بعد الفوز على العالمي كأنهم تأهلوا للعالميه؟,1
اغلقو التدريبات ضللوا الاعلام سووو اللي تسوون,1
"بإذن الله بنفوز و بالخمسه حتى لو تغيرت التشكيله بس خالد عزيز لايلعب تكفون خلوه يروح فريق غير الهلال.,’",1
من شفت اسمك دبل وانا غاسل يدي حسنين دريت انك ماتشوف,1
هذا اللي مرجعكم ورا يالفقراويه لا فالحين بحسابات ولا دراسات قايلكم اقلبو ناديكم صالة افراح افود,1
انك تنشق بخمس اهداف زي ثلاثه؟كخخ,1
مع النصر كان الهلال متقدم 4 - 0 وبعد طرده بغوا يجيبون التعادل !!!,1
والله يبغى من يشوف له شوفه لين يركد ويطيح اللي في رآسه من الخبال !!!,1
ولا يهون الدعيع جاب العيد مع مس كرمان,1
قال ايه قال بلال النصر اقول بلا نصر نصر بلا هم هذا المفروض يلعب مع فرق الدجه الثالثه يحط راسه براس نادي القرن وزعيييم الفرق الاسيويه غصن عن الراضي والزعلان يافريق البيانات..,1
وتكفون ركزو على مباراتنا مع النصر,1
غريبه فريق القرن اللي يمثلنا محلى مع العلم انه يوحد لدينا افرقه شاركة في في محافل عالميه مثل النصر والاتحاد..يازمن العجائب!!!,1
ههه للحينهم مصدقين ان فيه جائزة القرن,1
بس الدعيع مالها داعي يروح,1
ماشالله ومن عرفهم بالثنيان وسامي والدعيع ههه ليش ماهو مثلا نواااف قديمههه,1
وش قال ::,1
يالبى قلبك يا ابو يعقوب,1
وش دخل القرن 100 سنه وتاريخ الهلال 50 سنه,1
ادارة عبدالرحمن تدفع ملايين وادارة الموقره ماغير مشاكل وتصاريخ في الجرايد,1
السلام عليكم.. الموضوع يخص الزعيم والزعماء والوطن ؟! ها اليابانيين وجمهور المسيار وش علاقتهم بالموضوع؟!! لو الموضوع فيه علوك والا حلوم صح يتدخلون ويعلقون اما غير كذا يروحون يحضرون الفازلين ويدهنون علشان يستعدون للخمسه الجديده.,1
ههه مبروك -ياخي تكفيكم شهاده زغبي -المشكله اللجنه هاذي مو معترف فيها وفرحانين ياجماهير ***-,1
بس الله يعين على المهايطه في ذ النادي,1
الحين ما عرفنا من هو العالمي؟؟,1
ياليت ما تنسون أفضال الهلال عليكم ومبروك الفوز لأخوانا الشباب,1
تستاهلون الفوز ياشباب ولبى قلبك ياباص عيون الى الامام ياشباب,1
اجل مأزرينهم مساكين الشباب يدورون الجمهور وما لقو احد وقام ابو الشباب يحث ربعة على التشجيع ويمكن بكرة يتلاقون على الكاس ويتطاقون ويقول ابو الشباب للبلطان الشرهه على الي مأزركم ومخلي ربعي يطقون مشوار للملعب علشانكم (سوالف مبزرة),1
مايكفى ابودعيع امس قلبها هرولة ؟,1
إذ شارك بالصف الثاني ؟؟؟ حلوه هذي الحين الدعيع والفريدي صاروا من الصف الثاني إذا الدعيع من الصف الثاني أجل حسن العتيبي من الصف رقم صفررر...,1
كفو كفو,1
ياااخي ليش منقريين يافقراااويه عشان الدعيع لاحظ ياشاطر انت وياه ان الهلال لاعب في بر مو ملعب واحنا ماتعودنا على كذا مثلكم اذا طفشتو لعبتو فالمخططات الي عندكم وماينلام ابودعيع وانشاء يافريق ابوخمسه تاخذون مثلها الاحد باذن اللي ماتغفا عينه,1
نسو هم وش سوا فيهم الوصل,1
وابشركم ترى الوصل خذ البطووله فرييق يستااهل مو مثل بعض الفرق لا بطوله ولا مستوى وانواع الازعاج,1
بالتوفيق للفرق السعوديه وعقبال وايحققون مراكز مشرفه^_^,1
وانتم نسو هم وش سوا فيهم الوصل وهم كاملين,1
وابشركم ترى الوصل خذ البطووله فرييق يستااهل مو مثل بعض الفرق لا بطوله ولا مستوى وانواع الازعاج,1
وما قصرت يا شبيه الريح,1
الخبر يخص الثلاثه الكبببار وش مدخل الصغار اصلا المفروض ماتقرون جرايد لان مافيه جديد عندكم اللهم المباره الجايه اللي تعتبر تحصيل حاصل وتاكيد الهزايم اما السنه الجايه الله يعينا عليكم في اسيا والله انكم بتفشلونا بس انسحبو اكرم لكم وللسعوديه,1
مبروووك للهلال والشباب فقط لاغير هم الكبار اما الاصفرين من هزيمة لهزيمة ان شاء الله ومايضر نبح ال اكمل... يالاصفرين والوعد قدام ويستاهلون الشبابية والبلطان قاهرهم فوالله اننا فرحنا لشباب ووتواصل الافراح ان شاء الله.,1
خلوكم على هذا الوضع الاخوي ترى فيه ناس الحين يبون يجهزون البيان التالي لزعزعة الروابط الاخويه بينكم تعرفون,1
وكثير من الجمهور الهلاليين زعلانيين على الشباب ليش يفوز علينا بالمباراة الشهيره وتم التهجم عليه من بعض الرعاع اللي مايمثلون الرياضه..,1
المشكله يقولون الحالميه صعبه,1
اذا الخليجيه توطتكم ماقول شي,1
يا خالد انت تستاهل و هذي أخلاقنا و آلف آلف آلف مبروووك التأهل تستآآآهلون و اللهَ.. أما شبيه الريح ماقول غير ربي يحفظك لنآ,1
ما يدري ان اللي مصبر جماهير فريقه هي بطولات الشباب قدام غريمه السااابق يفرحون فيها كانها بطولاتهم,1
كبير يابو الوليد طول عمرك تستاهل كل خير,1
لاتخاف يابوالوليد دام عندك هالليوث وهالفهد الانغولي فلافيو,1
وش تكرمهم عليه الله يخيبهم واحد مالعب المباراة اللي راحت مطرود وواحد الله لايبلانا منشطات والثالث اللهم لاشماته,1
طيب يالأتصالات وليه ماخلتيهم يلبسون قمصان النادي وواضح عليه شعاركم.. ولا وش فايدة الدعاية ببدل مالها داعي,1
اللهم لك الحمد اشكال مدري وش تبي.. ونادي مدري ش يبي لا وماكل علقة بالخمسه قبل اسبوع ههه تكرمونهم على ايش ياحسره,1
شركة نصابة تكرم لاعبين فاشلين وش الجديد!!!1,1
خخخ بطايق شحن و ثلاث الالف ريال بس,1
حرام المسكين ما معه فلوس,1
كفو حتى هوية التعريف المعلقة بالرقبة زرقاء ليه يقصرو معه,1
يستاهل ياسر..هو دائما الاول في كل شيء...نتمنى له التوفيق لانه فارس الكره السعوديه,1
فديتك والله ويوم الاحد نبي هاترك يا الكاااسر ان شاء الله,1
نعتبرها بطوله يعني و الا وش نسوي خخخ,1
شف شركه الاتصالاات السعوديه,1
يستااهل ابوو عزووز الف الف مبرووك ويكسره بالعاافيه,1
شد حيلك ياحبوبي نبي خماسيه ثانيه,1
ابرك ساعه يا الكديش القطري,1
على العموم خل القطريين يستاهلون ماجاهم والحين يتشكون هذا اللي ياقف ضد العالمي واهم شي ان جمهور الوصل هالمره لبس سراويل،،،,1
قهر داس على خشم النصر اه يا العالمي موقعت زعبل كفخوك حقيقه ختم على جبينك ماركه العالمي 0 وخمست الهلال مع العلببات 00هاذ الي يلبس ثوب ماهوب ثوبه 00,1
نايم وبتحلم يا زين النوم في العسل مع الاحلام السعيدة,1
لكل فعل ردة فعل موهذا كلام القطريين يوم احداث النصر والوصل الا ((الطبيب مخطي)) وكانوا يقولون مستحيل الجمهور يسوي شي الا اذا كان في سبب والحين شو مسويين القطريين عشان سوا كذا الوصلاويين( اعترفوااا),1
وش فيهم الهلاليين مقهوريين من النصر,1
النصر ماله دخل بالموضوع ليش تغلطون ياهلاليين..,1
وثاني شي نبارك نادي الوصل علي الكاس والف مبروووك لكم ما تحقق,1
يازمان العجايب يا الرياض وش بقى ماظهر ؟؟؟,1
لا حول ولا قوة ألا بالله ذولي يتمخمخون بالسرقه والعياذ بالله.,1
لاتخافون يا جريده الرياض كل يوم يبي يجيكم اخبار مثل هذي واردى والسبب العطآله وقل الاهتمام بالشباب.؟,1
يجي عفوا ويطلعون بعد سنه... اقطعو ايدهم والله ما تسمعون بسرقه بعدها,1
عليهم ) لانها اول مره واذا سوها ثاني مره تقطع ايديهم احنا لزم نعطيهم فرصه هذولا اخوانا ويمكن فيهم خير وبعدين لزم نبحث عن الاسباب هذى الاهم من السرقة,1
بس قصو يديهم والله يصيرون عبره لكل لص ومااكثرهم هالايام.,1
ابو متعب الله يطول عمره عنده امور مملكة بكبرها وبطولها وبعرضها الله يطول لنا بعمره والله يعينه عليه الحمل ثقيل داخلي وخارجي ومعه اخوانه البررة الله يطول بأعمارهم كلهم,1
تكفون قصوا فيه روس اللي قاعدين يسرقون الناس بالزحمات ويسرقون بيوت وسيارات البشر ويبيعون المخدرات اللي دمرت وهدمت بيوت كثيره والخمر اللي صار عاده عند الدشير اللي ما يخافون الله خل الواحد يمشي مطمن.,1
ليتك ماصرحت ياالسماري (سمي الاجرب لانه مصدي لاحول ولاقوة الا بالله) سمي الاجرب لانه مشهور وصاحبه مشهور بسطوته فكان الفرسان تهرب منه وتبتعد عنه كما تبتعد الناس عن الاجرب ومن به جرب (يومٍ كلن من خويه تبرا*** حطيت الاجرب لي خوياً مباري) كما رواها لنا جدنا الاول (مشرع ابو ذراع البقمي تحت راية الملك عبد العزيز),1
القوه ماهي بالسيف القوه بالقلب لابوتركي الله يرحمه لو معه خشبه كان انتصر لان قلبه قلب اسد,1
حنا ما نبي انظمه نبي نظام شوفو حل في التفحيط اللي مالي الشوارع والحارات ولله انتم همك سحب جيب المواطن ما همكم المواطن والا الى الحين في الحبيل لا جيت تجددالاستماره جب ملف اخظر الى متى التخلف يا جماعه نبي نغير مدير مرور الجبيل ذبحنا في نومه همه توظيف جماعته فقط,1
هين بكرة اصحاب الوكلات يرفعون قيمة السيارات 20%فوق اسعار الحالية الجنونية قيمة اصدار لوحات وانت واقف وتختار الوحه الي تبي كل شي تجارة والشاطر يكسب على ظهور هالمساكين,1
شيء طيب جداً بس تراه مطبق بالكويت من زمان لا وبإمكانك تنقل ملكية السيارة المسعمله عن طريق الشركات الكبرى ايضا,1
والله يالمرور ماعنده سالفه,1
يقلطونك عندهم وضيفة عدوك,1
وتشوف الفقر بين اعيونك يارب ياظلم ياراعي المهياط,1
تعاون امني؟؟؟ اليمن ماعندها امن والدليل ماقدرت تسيطر ع الحوثيين... ومآهم الا كم فأر على الجبال... اليمن خطر الحكومه من شعبها كيف تبني حكومه بغير رضى الشعب؟؟ يآعبدالله صالح الشعب مايبيك غصب تمسك الحكم؟؟,1
يا جماعه محنا مكلوفين بهم مره البحرين ومره بنقلادش ومره كوبا ومره باكستان ومره الهند ومره امريكا يكفي يرحم والديكم نبي مدن طبيه في كل مدينه نبي تجهيز عالي في كل المستشفيات نبي مقرات عاليه المواصفات للدراسه الله يوفقك يا بو متعب وينصرك ويسدد رايك,1
وان شاء الله ابومتعب ما يعديها عليكم,1
الحين مادري يحسبون إن بلادنا من العالم الأول وأقتصادنا,1
"من جد شر البلية مايضحك ,,",1
نبي مطر.. يكفي حقد وحسد ياعالم !!!,1
والاجانب متسدحه في قسم كبار الشخصيات,1
خلاااص حرام عليكم الشعب السعودي شوي و بينفجر من القهر و الغبن.,1
ترى ما تتسدح عند ابواب الطواري كأنك عنز مودينها للبيطري,1
دخول المستشفى بتعميد وحب خشوم.,1
لا حولا ولا قوة إلا بالله العلي العظيم. ما أدري متى راح يجي دور السعودية والمواطن السعودي.. بصراحة تأخر كثير أول اليمن، والبحرين ولبنان ووو.. اتوقع إن شاء الله أن دور السعودية في نهاية 2050م,1
ما شاء الله هذا الصندوق إللي يقرض المواطنين لبناء مساكن لهم.. عجيب إللي أعرفه أنه يمشي مثل السلحفات إذا جاء يقرض المواطن وراه يوم بغى يروح لكوبا انطلق مثل الغزال,1
يا جماعه محنا مكلوفين بهم مره البحرين ومره بنقلادش ومره كوبا ومره باكستان ومره الهند ومره امريكا يكفي يرحم والديكم... حنا رايحين وطي هنا والربع مغير مطامر يمين يسار ينثرون فلوسنا !!!,1
حسبي الله ونعم الوكيل جهرا والعين ترا طيب ماحولتو تسكتون على الموضوع عشان بس مشاعر المواطن السعودي لاتتأثر ولا...ماتشوفون,1
طب كل مبلغ يندفع لدعم الخارج ليه ما يودع مثله لدعم المواطنين ضحايا هوامير الاسهم وهوامير العقار وهوامير الحليب وهوامير الكهربا وين نروووح حنا لا أرض لا قرض لا وظائف لا خدمات زي الخلق و الملايين تترحل في مشارق الأرض و مغاربها - ياااحلوك يا ديرتي نشكي لله ثم لخادم الحرمين أوضاااعنا أزرى من المزرية ترى يا شورى و يابطانة وماينفع البلد وقت الشدايد إلا عيالها لا كوبا ولا لبنان ولا غيرهم,1
ياعالم حفر الباطن يصيح مستشفيات زي الدجه,1
لكن إحنا السعوديين إللي وقفنا مع حكامنا ودولتنا في وجه هذا الغزو متى بيجي دورنا في هالعطاي وهالملايين,1
رحت لفاريدارو وهفانا الزبده الي فهمته من المرشد انهم ياخذون علاج مجاني وانهم يتمتعون باحسن المستشفيات ولكن الوضع المادي تعبان عندهم,1
توني أدري إني إذا لبست عباية برا طلعت كني سارقة سيارة!!!,1
وهو موب موظف,1
بالسعودية والله ماندري وين راحو ؟؟,1
الله يخلف عليك يالهند. احنا هنا ومغلبتنا شركة زين بالفواتير,1
"زين من خساره الى خساره وتقفيل فروع وطرد موظفين ونزول اسهم وبيع حصص عالميه واستقالات مدراء , وش القصه الشركة قاعده تنهار شوفولكم حل ياجماعه.",1
ما شفت انتشار قوى لزين فى السعودية ؟,1
السعوديه خلك مع عزيزي العميل وانت ساكت,1
حنا نصرف الملايين... وش استفدنا؟؟؟,1
ما نزل مستوانا بس المشكلة اننا ما قدرنا نتطور مثل العالم والناس. الي يبي يتطور يسوي التالي:,1
بصراحة انا دخلت اعلق علشان ازيد الرقم ل 18 لان الواضح اغلبيه الشعب السعودي مضربين عن المنتخب وانا اول المضربين بس هالمره بجامل وبقول ان المنتخب من بعد الامير/ فيصل بن فهد الله يرحمه ماعاد له هيبه ولا مكانه وياقلب لاتحزن,1
الحين حتى اللي مايعرف كوره يعرف تشكيلتنا,1
الجل الصومال وجيبوتي صارو دول عربية يا الرياض,1
ههه وناسه,1
الحرمه اللي لابسه احمر ههه,1
ليتني معهم اتضاربت.. اول شئ بسويه بفقع وجه وزير التعليم العالي.! ههه افهموها,1
"احسها تقول(يا ليل ام البزران,,,انا وش جابني اليوم)",1
كلن على همه سرا... خخخ آآآه بس لو يجمعون التجار في مثل هالصاله ثم يقضبوناهم. ثم نبدا في تجار الحديد ثم نرنهم بهالعقال لين يقلون للحديد ياخشب ثم ننتقل لتجار المواد الغذائيه ثم نرنهم لين يقولون لنيدو يا ببسي.ووو,1
وين المعجبين بالغرب وبحياتهم ويشوف انهم شعب راقي وحنا يالعرب شعب متخلف وينه يجي يشوف التخلف بعينه.. سبحان الله شعب من جد متخلف..,1
@ الله يطول بعمر ملكنا الحاني الباني ابو متعب..سر ونحن من ورائكم ياحاني ياباني و الله يعز حكومتنا.,1
"جد الله يستر لا تصبح الكوارث حلا مع المطر ,",1
امطار خير للعروس المصايف وجاييينك الصيف يالبا عيال الشهداء الجنوبيه تحياتي هتلر,1
سبحان الله ذا الديره غير ونيسه وضنكه بسبب طردهم للنبي صلى الله عليه وسلم يوم جاهم يدعو للاسلام,1
خسارة كنا اليوم بنروح للقصيم.. يالله خيرها بغيرها..,1
كل مرة تمطر بالسعودية تصير زحمة، وحوادث ومشاكل، لا اعترض على امر الله ولكن باوربا المطر مايوقف ولاصار ربع اللي يصير عندنا..,1
بس اتوقع ان عدد اعياله واجد,1
بس وششش السالفه,1
شكل راعي التعداد عطاهم عين يوم عرف عدد العائله,1
اقل حق لي يا مواطن وانا اشرب من مويتهم كل ها لسنين ان اعرف اسماء من خالف النظام وتعدى على صحتي ؟,1
انتم الحين من جدكم تقولون كله من العماله,1
على بالهم اذا رفعوا قيمة الفيزا بيوظفون سعوديين بدالهم!,1
هاااردلك يالاتي وان شااء الله العوووض بناادي القرن الهلآل ياارب يووفقه ويجيب الآسيوويه...,1
الاتحاد با الديره خشونه وعنف وبدون كروت وفي الاسيويه مؤدب وجبان ايو الله فككم الله ثم مبروك ولا كانت علوم الله يسهل للزعيم مسيرته رغم انف الحاقدين وداق خشومهم,1
لكن حنا مالنا الا الله... لو تكون السيارة كلها مشكلة والله مانقدر نرفع شكوى لاعلى تويوتا ولا ***,1
المشكله تجي لتويوتا تقول لهم عندي باب السياره يدخل هواء وبسببه المكيف مايبرد...,1
وكل يوم نخليها عند واحد يفحط فيها لين يشوف عمدان الشارع متشابكة في عمود واحد زي الشمعدان :),1
والله لو السعودية تسوي نفس الحركة راح تستفيد من هالغرامات الي راح تفرضها على تويوتا اقصد المصنع لايزعل علينا الوكيل المحلي بدل مايشتغل ساهر ويستفيدون من المواطن المسكين,1
طيب الي هنا اصلي ضد الكسررر ههه ولا يخرب ابد,1
واحس بنفسي وفي ثواني رااجعه ذااكرتي لملاهي الحكير اللي في ربوة (رياضنا المتألق في شماله فقط بس حبه ينسيني ذا الشي),1
وفي سياراتها اللي تتصاقع وكهربها يقدح فوق راسك,1
احنا كان عندنا مشكله في الكزس 460 موديل 2007 اذا زادت السرعة عن 100 كيلو في الساعه تسمع صوت الهواء يدخل من باب المعاوني ولكن الشركه تقول ماعليش اتوهقنا وانتم اتوهقتو وينصحونك تبيعها وتلزقها في اي سعودي غيرك واللي ماهوب مصدق يروح لفرع البازعي بالنسيم مخزن كميه كبيره ويبي يوهق العالم وياغافل لك الله,1
هيئة المقاييس اكيد موريتهم العين الحمراء ومايرسلوا الا سيارات مضمونه ومافيها عيوب بس باقس عليهم ادوات الكهرباء اللي تفشل ياليت يبطلوها من السوق لانها تفشل وصناعه مهمتها سحب فلوس وبس لا وبعد مسمين الصناعات صنع في اليابان والا في ماليزيا اخخ منكم يالصينين خطرين وتعرفوا من اين توكل الكتف بس ابو ريالين.,1
ومن عنده ادفع ولايكثر والخل منك مو منا,1
أبغي أعرف ألحين تويوتا ما تعرف تسحب سياراتها إلا من أمريكا أو الدول الأوروبيه ودول الخليج والسعوديه خاصة لا حس ولا خبر !!! يعني أرواحنا حنا مالها قيمه ولا همهم؟!! الصراحه أشره على المواطن وكيل تويوتا إللي عندنا لو كان هناك إحساس بالمسؤولية وروح المواطنه ما سكت على هذي المصايب. لكن حماية المستهلك في سبات عميييق.,1
ماألومهم كل شيء بحقه,1
ليه هالتعبان ما جابها من زمان ؟,1
لايوجد أي أحترام للعميل اللي يصلح لهم يجبونه والا مافيه شيء,1
من يبي يدز لي دمعة قهر.. هذا رقم الحساب..!,1
يازمن قلي وش الدبره.,1
مب كل ورده.. تعبر عن الود.. لك..!,1
ماتدرون أن الغرامه ليلها عذاب,1
ماقلت لك يالغالى أطمن,1
الله يوفقكم ويرجعكم سالمين ترفعون روووسنا,1
نريد اخبار خليجية عن فنانين الخليج مو الفنانات اللبنانيات،،،فكونا,1
تدرون ليه,1
جيت الحين ترعاني,1
ماأحد على حبكم يازين يغصبنا,1
ولأني من إللي وقت المصالح يجونك,1
معروف للعز والمجد دوم نبراس,1
جمال البدويه..أنها ما تعرف تشرب الحلا بملعقه من غدر!,1
ما قلتلك لي ضاق وقتك تجيني,1
الله يسلمك استاذ ناصر دائما مقالاتك زينة شكرا,1
« لعنبو إبليسك »؛ أو « لعنبو حيّك »,1
السؤال...وش الجديد اللي ودك توصله لنا كقراء نحبك ؟؟!!,1
والله اغلبيةالطبقات متعافيه وماتحمدربهامن دوام النعمه وعدم زوالهاويحرصون عليها بعدين ليش طحتوا ع جرح الأخ _ممرض عاطل_والله كاسرخاطري هالآدمي!,1
أما تكاليف الزواج، فلا تعليق.. كل وحده تبي تفرح و لا تدري كيف تفرح، ماتبي تسوي عشاء رجال بدون حفلة نساء و برضو ما تبي تتكلف بأكثر من اللازم.. و واقعة بين الحفرتين!,1
كلام زين خدمات فاشلة لكن الخطوط ممتازه 190 سرعة,1
والتفحيط بكثره وقطع الأشاره حلا..!,1
يبون نسائنا يصبحوا مثل نسائهم..فرجه..!,1
شاطر في النقد؟ طيب عطنا خطاب أو نموذج مقبول؟,1
ودي اوصل رسالة للي عايشين في الغرب ومتوظفين عندهم,1
والله يااخي ماوصلنا لي هذي الحالة الا بعد وفاة ابن باز وابن عثيمين رحمهم الله,1
تكفون ارحمونا نبي وضااايف نبي نشوف ا لناس ذبححتنا الهواجيس يارب اني داخلتن عليك,1
"مافي تخطيط يامعلمات ولا اختلاط وربيعنا مافي امل يتااقلمون مع الاختلاط الحين بعض الرجاال لوتمرعنز لابسه عبااايه اكلوها بعيونهم وشلون بمجاال عمل""""""البناات بعد يخاافون على انفسهم""""ولا اعلان نريدها حسنه المنظر ولا اتصلت فيهم تلبسين نقاب لا نبي كاااشفه؟؟؟فاتح كازينو ولامستوصف؟",1
فيه وظايف بس الحريم مالين كل مكان !!,1
الله يعين.. قال ايش الوظائف لرجال..,1
وربي اخواني مافيهم خير حدهم يدلعون بحريمهم وابوي الله يسامحه الريال مايطلع منه.. تعبنا من الحاجه والقهر جامعيه يعني ضيعت سنين عمري على وهم..,1
ههه حلم بليس بالجنه راح يقولون لك اسرائيل تبي اراضي اكثر,1
عقبال مانشوف انهيار الانديه بعد,1
والله من الدجه ههه,1
اتوووقع بنطلع الاول بعد كم سنه واذكركم,1
"دعم مالي , موجود , دعم معنوي موجود وبقوه الإعلام مطير المنتخب بالعالي ههه , جماهير موجودة , وش اللي ناقص اللاعبين أبي أفهم , ياعمي بحريقه الأنديه أهم شي المنتخب",1
"لو يكون اللاعبين كلهم من الهلال أو النصر يعني غصب ننتقي اللاعبين من كل الأنديه طيب بعض الأنديه بالموت تحصل فيهم واحد كفو يروح مع المنتخب , وبعدين بالنسبه للحارس الدعيع بصراحه ما قصر نبغى بديل كفو يكون بمستوى الدعيع أو أفضل , عندكم شعب يعشق كرة القدم حرام عليكم جننتونا",1
المنتخب راح يتراجع مادام ابو عمر هو كابتن الفريق ولايعرف ابجديات مدافع ولنا في مباراه البحرين شاهدا ومباراه العراق ايضا,1
وش الجديد ؟,1
"يا رجال لا تكشف ولا تكتشف. أنت بس اضبط نفسك والعب زين وخل عنك كثر الهرج , علاقات النصر والاهلي تراها سمن على عسل",1
اقووول سقها بس سقها، لو فيك خير مارماك الطير، توووك الحين تتفلسف وتقول مافيه تكاتف في الإدارة الاهلاوية واللاعبين، اصلا انت ابو الشلليه ودايم غيابات عن التمرين يعني منتهي الصلاحية والاخلاق، جالس تقيم فريق بحجم الاهلي. روح يا ولد الناس اللعب بعيد، مسوي شجاع الحين وقال ايش قال الأهلي مافيه تكات,1
ادعموا ناديكم و قفوا معه و إن شاء الله تحولونه لشركة مقفلة مايخالف !!!,1
طبعا تلقون راتبه في الزمالك الف دولا شهريا واذا جاء في القادسيه ينقلب راتبه 25الف دولار تخلف,1
أمس ماعندك مشكلة,1
اخ سليمان العمران ودي اراسلك لكنك معطل استقبال الرسائل ياليت تراسلني بخصوص الموضوع,1
لايهمونك يابو محمد انت صانع الاتفاق,1
تعب نفسه مليون ريال عاد,1
وش تسوي؟؟,1
سبحان الله نبيهم عون طلعو ا علينا فرعون,1
الصراحه لويخفضون رسوم التأشيره كان انااول واحد اقدم على خدامه,1
يعني 11000ريال علشان شغاله من غيرالراتب 800ريال شهريا,1
الحين المجلس صار يرفض ويوافق ؟ طيب وش الفايده من الرفض والموافقه,1
والله اي ريال ينقص على المواطن انه يطيح بهمه، يا مجلس الشورى الموقر، ظروف الشعب صعععبه، والي رجله في النار مهوب زي الي رجله في المويه يا معارضين,1
بس الله يخلف,1
الله يخل هالشورى,1
2000 ريال يدفعها والمسكين الي جاي يبي لقمة عيش له ولعياله يدفع 15 الف وتروح لجيب المستقدم الي ما يخاف الله وكل شهر يسحب منه 500 ريال.,1
ياليت ترحمونا وتقللو الاستقدام ترا والله تعبنا والحال ما يعلم به الا الله وترحمونا وتغيرون لنا بلد السحر غيروههها ياناس ترا هم استعبدونا حسبنا الله على كل ظالم يسلم لنا ابو متعب الله يديمه,1
في ناس محتاجتها المفروض يراعون هالعالم,1
والله هلكنا من رسوم التقديم نخلص من الشغاله يجي السواق والعكس وفلوسنا رايحه عليهم,1
